ID_i,ID_j,MEDIA_i,MEDIA_j,Distancia
11001496,33006571,264.05,262.255,17.205783476717965
11001496,35903814,264.05,264.82500000000005,17.54232545492207
11001496,41130170,264.05,263.02,16.441619285295783
11001496,43019684,264.05,263.83,16.62183137735002
11001496,43043119,264.05,263.035,17.291702439059616
11001496,43111769,264.05,262.24,17.233649292046536
11009888,33011311,254.625,256.375,17.532201217471652
12015342,33011311,254.015,256.375,18.068992959501294
13020803,35923655,246.875,246.1,16.40606620875719
13020803,41033930,246.875,247.995,16.816718034774077
13020803,43123899,246.875,248.77,17.518339328841055
13021354,42030471,252.39,250.1,16.710035442860484
13012096,22140379,223.21,222.545,16.415978076972863
13026577,23225190,311.44,309.895,16.905093769504003
13246208,35038878,282.58000000000004,284.535,16.562168816743107
13304224,23265833,313.815,315.37,18.0561599924591
13001345,21370206,210.585,211.345,30.362432425930628
13001345,21315604,210.585,209.845,30.85896817245936
13102290,15131130,219.065,219.8,20.87941224993671
13102290,21272689,219.065,219.23,21.063465472868838
13102290,21336806,219.065,218.205,20.523659332915358
13102290,21025673,219.065,221.215,19.914342072967507
13102290,21039810,219.065,221.415,19.16831303462119
13102290,21275106,219.065,219.3,20.418366143544997
13102290,21150508,219.065,220.375,20.331548116121233
13102290,21143927,219.065,216.905,20.131740478308544
13102290,27003108,219.065,220.69,21.81071851686978
13102290,29526809,219.065,220.785,20.918382739762432
13102290,29047250,219.065,221.125,21.919035689345804
13007572,33005478,252.36,253.8,16.715712347680718
13081810,33125341,234.145,236.515,17.287870683064533
13081810,41033370,234.145,233.875,17.253720928720664
13008455,35012634,242.38,243.105,16.405303155526216
13008455,35910181,242.38,242.555,16.88249601803529
14321459,35903814,265.48,264.82500000000005,17.389537620354265
15064360,15064646,239.55,237.205,17.553034427082576
15064646,15034607,237.205,239.35,18.997963718381566
15064646,15087077,237.205,234.925,17.772523666558705
15064646,15039803,237.205,236.715,17.89613952717929
15064646,15043517,237.205,238.72,19.177889171335952
15064646,15160262,237.205,235.435,17.8090975765435
15064646,15089428,237.205,238.575,16.741917309519245
15064646,15542297,237.205,238.66,19.436583276986863
15064646,15111938,237.205,235.095,17.486821256604074
15064646,15140591,237.205,238.22,18.049730637623732
15064646,15577660,237.205,238.66,17.78272139564844
15064646,15052222,237.205,234.88,17.97898864270423
15064646,15011380,237.205,239.595,19.124158354038173
15064646,15109879,237.205,237.51,19.58739058904699
15064646,17054060,237.205,235.765,21.10232316022569
15064646,21022950,237.205,236.94,17.726213090175115
15064646,21101523,237.205,237.33,18.61633257141463
15064646,21221111,237.205,235.05,17.846031694051565
15064646,21073805,237.205,235.19,17.893057336080865
15064646,21194315,237.205,237.93,18.282857262501103
15064646,21246920,237.205,236.55,16.939465977375672
15064646,21154597,237.205,237.95,18.168037111492016
15064646,21252688,237.205,235.875,17.239464031449916
15064646,21327238,237.205,239.205,19.472858113115247
15064646,21167141,237.205,237.825,18.528683596361823
15064646,21044015,237.205,236.405,17.38632158462782
15064646,21026203,237.205,238.965,18.669789776854415
15064646,21263590,237.205,238.04,17.846932450583886
15064646,21078556,237.205,238.105,18.238075551047338
15064646,21033285,237.205,237.395,17.213213599040508
15064646,21136289,237.205,234.9,17.543552004657624
15064646,21131970,237.205,238.77,19.236111572705155
15064646,21016798,237.205,237.38,18.21044159521728
15064646,21126577,237.205,239.39,19.092937535302983
15064646,21071071,237.205,237.905,16.654919753183812
15064646,21345406,237.205,237.985,18.35906356726786
15064646,22018042,237.205,236.775,22.37075376496482
15064646,22137530,237.205,234.94,18.49956625699469
15064646,22135243,237.205,239.025,16.564330696410522
15064646,25066668,237.205,238.915,19.207171929429407
15064646,25078135,237.205,239.015,19.74597767940394
15064646,26037904,237.205,236.62,18.151192676086307
15064646,27220087,237.205,235.44,16.659866642539175
15064646,27036707,237.205,238.56,19.589907065699947
15064646,27031365,237.205,235.505,18.721670695526747
15064646,27224759,237.205,236.23,18.728655842324752
15064646,27015920,237.205,236.905,18.837096368385907
15064646,28014812,237.205,236.02,18.92998119511955
15064646,29429889,237.205,235.325,19.80018255356196
15064646,29449332,237.205,236.885,17.97103639516398
15064646,29474892,237.205,237.95,17.936325849755953
15064646,29214211,237.205,236.255,18.8581894847086
15064646,29162610,237.205,239.51,19.26347882981164
15064646,29044570,237.205,237.215,17.52578750848066
15064646,29164826,237.205,235.735,19.225063184573035
15064646,29166314,237.205,237.495,18.79934593589946
15064646,29437911,237.205,235.395,17.65797563563104
15064646,29417287,237.205,239.275,18.20492475404005
15064646,29104580,237.205,235.585,18.864209694799765
15064646,29284767,237.205,238.84,18.873880814776346
15064646,29426537,237.205,238.155,17.66721644280346
15064646,31008541,237.205,237.25,20.988481886557018
15064646,31185001,237.205,236.685,19.402523312334104
15064646,31010111,237.205,238.435,20.53325569523461
15064646,31010171,237.205,238.81,20.798193133028267
15064646,31009202,237.205,239.34,21.170356828554244
15064646,33047910,237.205,235.995,18.96491653838364
15064646,33125341,237.205,236.515,22.446980624691204
15064646,33103909,237.205,236.46,18.31260858004286
15064646,35005599,237.205,238.805,20.262884236372447
15064646,35013559,237.205,236.365,20.68170695186516
15064646,35191905,237.205,239.07,19.48125292367158
15064646,51093138,237.205,238.74,19.93780546590843
15040437,41054873,258.69,258.0,16.515209299535133
15040526,35903814,264.08500000000004,264.82500000000005,16.446815702707283
15041387,41054873,256.075,258.0,16.917876194077326
15043517,22018042,238.72,236.775,16.851090160582505
15577791,41054873,258.955,258.0,16.597060315900674
15068439,33011311,257.365,256.375,17.339240042157975
15068439,41054873,257.365,258.0,16.463995369191334
15578003,33011311,257.56,256.375,16.844856326673835
15031837,23068973,251.56,251.145,16.804631603964467
15031837,23069031,251.56,250.335,16.49110964171368
15031837,24001902,251.56,252.7,16.59664704572607
15031837,25118358,251.56,250.605,17.345862060864114
15031837,27005224,251.56,251.21,16.64235235154675
15031837,29321298,251.56,250.355,16.58551611729452
15031837,31009504,251.56,250.925,16.449003734246425
15031837,31310522,251.56,250.97,17.218900750398323
15031837,31137707,251.56,250.885,16.703703742417535
15031837,31082325,251.56,249.555,16.64850510290385
15031837,31160326,251.56,252.86,16.746970657176917
15031837,33005478,251.56,253.8,17.800260443777287
15031837,33054606,251.56,250.53,16.93515767267186
15031837,33017492,251.56,252.98,18.30390441453338
15031837,33074267,251.56,252.575,17.672989324014676
15031837,33079706,251.56,252.76,16.530994869688957
15031837,33092265,251.56,250.395,16.823146840188272
15031837,35025264,251.56,250.52,16.894345556616948
15031837,35901015,251.56,249.815,17.380100360751353
15031837,35901131,251.56,253.355,16.5448962246177
15031837,35033406,251.56,251.25,16.98974367179634
15031837,41030125,251.56,253.58,17.148274468344795
15031837,42030471,251.56,250.1,18.42669755206713
15158950,41044789,232.09,233.44,17.282172043728075
15158950,41033370,232.09,233.875,18.415949954327957
15011534,31041751,268.52,269.095,16.382600904091216
17040183,33011311,256.08,256.375,17.81520818758967
21228302,33011311,258.02,256.375,16.890886218339993
21272360,35028113,243.055,244.575,16.81366675019851
21036314,33011311,254.84,256.375,18.878410673554438
21194304,33011311,255.33,256.375,17.30941050718174
21185590,35903814,266.495,264.82500000000005,17.106343589885686
21142513,33011311,254.875,256.375,16.817730430063467
21333408,22140379,222.89,222.545,17.36371568951178
21068518,33011311,257.865,256.375,16.779368445059948
21339414,22140379,222.435,222.545,16.75619695509325
21007373,33011311,257.74,256.375,17.389448845868046
21007373,41054873,257.74,258.0,16.760718597848427
21169543,33011311,257.4,256.375,16.648310372381626
21033218,22018042,236.87,236.775,17.043837909906134
21048231,33011311,257.405,256.375,16.53329358986577
21081603,33011311,255.95,256.375,16.73118157028272
21016682,35903814,262.92499999999995,264.82500000000005,17.62734392927665
21021929,33011311,258.41,256.375,17.011711196870426
21278407,22140379,223.945,222.545,19.968199928783367
21151520,33011311,256.685,256.375,16.377120476253847
21055823,33011311,254.31,256.375,16.900692417428576
22018042,31010111,236.775,238.435,16.81289084103025
22062726,33011311,255.915,256.375,17.602540075528037
22074236,33005478,253.615,253.8,16.630067084453927
22137530,41033370,234.94,233.875,16.879674874228517
22012508,33011311,257.21000000000004,256.375,16.764656832340957
22088024,33011311,258.38,256.375,18.13809843797628
22138935,22140379,224.485,222.545,17.145547741759774
22056866,41054873,259.395,258.0,16.812572911530136
22064249,33011311,257.58500000000004,256.375,18.293718529521534
22016040,33011311,256.785,256.375,16.80688640426093
22095608,28013921,250.395,250.75,17.35845704967041
22095608,29321298,250.395,250.355,16.588774710523616
22095608,31001716,250.395,248.615,16.71761376663538
22095608,31009504,250.395,250.925,17.98547228523425
22095608,31068713,250.395,248.305,17.463165463307426
22095608,33054606,250.395,250.53,18.12354467762739
22095608,33074267,250.395,252.575,16.609916912983643
22095608,33092265,250.395,250.395,18.506842540965152
22095608,35025264,250.395,250.52,16.82381949377363
22095608,35030181,250.395,248.89,17.764717857992043
22095608,35000164,250.395,252.75,16.508483887624493
22095608,41001893,250.395,250.615,16.65007812201938
22095608,42030471,250.395,250.1,17.2392197059419
22095608,43123899,250.395,248.77,18.713048782428125
22135901,33011311,255.25,256.375,16.473037693207377
22135901,35902792,255.25,255.315,16.850780193046322
22134050,33011311,257.785,256.375,17.025841550969925
22140379,27003108,222.545,220.69,17.08479942604335
22029869,43043119,264.605,263.035,17.130560272388383
22029869,43026630,264.605,266.955,16.86369189421164
22029869,43111769,264.605,262.24,16.60616543211878
22073418,33011311,255.985,256.375,18.77869340342298
22073418,35902792,255.985,255.315,16.541777587087882
23061693,33011311,254.27,256.375,16.621567861628762
23051930,33011311,257.745,256.375,16.846791982943174
23252480,33011311,255.82,256.375,16.959213242389556
23252480,35902792,255.82,255.315,16.82428434567934
23098775,33011311,257.235,256.375,17.323308411485847
23071087,43084419,289.70500000000004,291.44,16.688356718822774
23225408,35903814,262.435,264.82500000000005,16.563612460856792
23005157,33011311,256.82,256.375,17.35688385432774
23545518,42008468,276.545,277.18,16.38999955431798
23545518,42017670,276.545,276.22,16.464299779228078
23545518,42109213,276.545,277.80499999999995,16.40303036693962
23545518,43056830,276.545,278.07000000000005,16.634257387577154
23038004,33011311,254.435,256.375,16.869415954677397
23038004,35902792,254.435,255.315,16.41927575928781
23264888,33011311,258.035,256.375,16.949353988166873
23545437,33011311,255.445,256.375,17.20616379595487
23271850,42014239,269.995,271.92999999999995,16.466745449323096
23160098,33011311,255.44,256.375,17.98919301920327
23160110,33011311,257.07,256.375,17.14346224559136
23116951,33011311,255.215,256.375,16.427663560699116
23118709,43040373,299.535,301.515,17.556432196368277
23265833,31167436,315.37,316.89,16.514887154828507
23265833,35221582,315.37,317.54,17.060081874917874
23265833,35020989,315.37,316.66,16.945076436109193
23265833,52033457,315.37,317.31,17.149748518541085
23265833,52034119,315.37,316.31,17.811633898087823
23023953,33005478,253.875,253.8,16.380874446858527
23023953,35902792,253.875,255.315,17.600892848708245
23042877,33011311,258.015,256.375,17.001925075741784
24033260,26036207,269.425,269.16,16.782013564366405
25094661,31147648,258.63,257.67,16.831116437323704
25094661,31147753,258.63,261.02,16.587234096259287
25088785,33011311,254.735,256.375,16.702797440843163
25036017,33011311,256.95,256.375,18.63954238189322
26045745,33011311,257.48,256.375,16.71552218739116
26155567,43043119,261.95,263.035,17.439374289265558
26091267,33011311,256.435,256.375,16.85153398586273
26034328,33011311,254.53000000000003,256.375,17.155578891462664
26036207,31015067,269.16,269.265,17.442829895618235
26036207,31203483,269.16,268.595,16.551327190155497
26036207,33027447,269.16,267.495,16.578790435767356
26036207,35026347,269.16,270.985,16.554184738257394
26036207,41071255,269.16,270.665,16.603689282569807
26036207,41107802,269.16,268.325,17.159934774888175
26036207,42013763,269.16,268.37,16.80835921014383
26036207,42089255,269.16,271.22,16.879393421783387
26036207,43012795,269.16,267.93499999999995,16.462570215372494
26036207,43115942,269.16,266.9,18.519034147692956
26036207,43086420,269.16,271.455,16.739879219555668
26036207,43026630,269.16,266.955,18.80338471527339
26169223,33011311,256.94,256.375,17.810322869163667
26013185,33011311,255.13,256.375,17.249735618535347
26013436,42014239,270.595,271.92999999999995,16.906623764532497
26020963,33011311,256.065,256.375,16.705234795327115
26021900,33011311,257.15,256.375,16.38182875985247
26169193,33011311,257.665,256.375,17.51761405342968
26091836,33011311,256.295,256.375,18.13476097112215
26091836,41054873,256.295,258.0,16.65749944733086
27004490,33011311,254.93,256.375,17.09176221781982
28015355,33011311,255.34,256.375,18.48802612208038
28013620,33011311,254.145,256.375,16.47378344941283
28002261,35902160,262.16,261.295,16.827719369110795
28002261,43043119,262.16,263.035,17.04612867647301
28002261,43111769,262.16,262.24,16.943377019489663
29126126,33011311,254.945,256.375,16.794983889348902
29000599,33011311,255.9,256.375,17.249505010895618
29409535,33011311,258.54,256.375,16.44391244250325
29424526,33005478,254.025,253.8,16.985278989564744
29424526,33011311,254.025,256.375,19.047861159572836
29424526,33074267,254.025,252.575,16.551971122617395
29424526,35908769,254.025,255.49,17.10913014554942
29424526,35902792,254.025,255.315,17.409941094716547
29387019,31062677,245.29,243.235,16.57597796337704
29207770,33011311,254.965,256.375,16.92829123902501
29053536,33011311,255.855,256.375,16.646604658478253
29227690,41054873,257.36,258.0,16.990378761022615
29065356,33011311,254.42,256.375,16.480577715334103
29030137,33005478,251.925,253.8,16.533811026506744
29343003,33011311,255.25,256.375,16.562283703828303
29181429,31147648,259.685,257.67,16.75238316131932
29181429,31147753,259.685,261.02,16.918876111518408
29181429,35902160,259.685,261.295,17.41152878529038
29181429,41054873,259.685,258.0,19.772661445641667
29192790,31239194,248.855,248.53500000000005,17.46333405423049
29192790,31009504,248.855,250.925,16.592446025958516
29192790,31068713,248.855,248.305,16.486765268402575
29192790,31081167,248.855,246.875,17.444677072744092
29192790,31082325,248.855,249.555,16.557264104125313
29192790,35025264,248.855,250.52,17.492396309989278
29192790,35030181,248.855,248.89,16.62967978550939
29192790,43123899,248.855,248.77,17.619905513625373
29124964,33011311,257.615,256.375,17.555510012828762
31041751,33048959,269.095,271.45500000000004,16.508707846958085
31041751,41071255,269.095,270.665,16.761232863702702
31041751,41032446,269.095,270.37,16.721839553518134
31041751,41357000,269.095,270.81,16.47890557433715
31041751,42052297,269.095,267.595,16.38699621919292
31108197,33011311,257.86,256.375,16.96342102503168
31108219,33011311,257.21000000000004,256.375,17.711812166613303
31008621,33011311,256.15,256.375,16.93902186294313
31079499,41024281,284.42,283.975,18.152838591848756
31079499,43043224,284.42,282.415,16.929275513247823
31079499,43107125,284.42,286.515,16.77524060657093
31079499,53001010,284.42,284.885,16.758156335288707
31239194,42030471,248.53500000000005,250.1,16.783191191353275
31108375,33011311,254.65,256.375,17.21506317897335
31023981,33011311,257.505,256.375,16.792114111564025
31045471,41024281,282.0,283.975,17.462701091060236
31019658,33011311,256.405,256.375,16.46139015531973
31062677,33079404,243.235,242.965,16.558668527505247
31062677,35018818,243.235,243.745,17.18549422167171
31062677,35012634,243.235,243.105,17.261328724537556
31062677,35910181,243.235,242.555,16.48837516295644
31062677,35028113,243.235,244.575,17.933838927251923
31062677,35033790,243.235,245.315,17.340061715112462
31185001,33125341,236.685,236.515,16.420594850034576
31185019,33011311,256.64,256.375,16.46102211643916
31075132,41024281,281.78,283.975,17.17348464986382
31075132,41094557,281.78,280.035,17.207317383886
31024490,33011311,254.63,256.375,18.749432223849848
31024490,35902792,254.63,255.315,16.63871058908978
31081841,33011311,255.165,256.375,17.649919500579763
31082759,33011311,257.22,256.375,16.710304549230862
31147621,35902792,253.835,255.315,17.097857943625243
31147648,33011311,257.67,256.375,19.65887537716208
31147648,35908769,257.67,255.49,17.250294552584222
31147648,35902792,257.67,255.315,18.264105298543598
31147648,41374223,257.67,259.66,17.74659019738733
31147753,33032459,261.02,261.105,16.701669660925788
31147753,33033056,261.02,263.18,16.586737676438823
31147753,35005861,261.02,261.11,17.602651120241948
31147753,35008229,261.02,261.0,16.420501212621385
31147753,35000188,261.02,259.495,16.419971117217056
31147753,41130170,261.02,263.02,16.61609620830157
31147753,41361040,261.02,260.1,16.60848847159427
31147753,43043119,261.02,263.035,17.615632108663984
31147753,43111769,261.02,262.24,17.815095868629193
31147753,43139620,261.02,262.47,17.07908977613545
31147753,43159028,261.02,259.605,16.845410819085252
31147753,52033384,261.02,259.145,16.512764039191453
31009831,41024281,283.875,283.975,16.544445312690524
31010863,41054873,258.375,258.0,16.621623503749284
31082686,43043119,264.05,263.035,16.632562686176776
31346160,33005478,251.54,253.8,16.717962650610453
31346160,33054606,251.54,250.53,16.445815312329884
31346160,33092265,251.54,250.395,16.39489976910307
31024821,33011311,254.45,256.375,17.26291144141287
31148407,33011311,255.56,256.375,17.359494676088058
31160121,41024281,283.585,283.975,16.528473287378766
31109045,33011311,254.81,256.375,17.19272582947209
33011311,35038337,256.375,257.09,16.604084142655246
33011311,35925559,256.375,258.615,16.38106706502748
33011311,35908769,256.375,255.49,17.1432843498978
33011311,35039248,256.375,254.27,16.546439950369944
33011311,35207639,256.375,254.95,17.26055090352448
33011311,35447663,256.375,257.73,16.48920404964909
33011311,35902792,256.375,255.315,16.943544490284793
33011311,41003748,256.375,254.815,16.646588131239877
33011311,42037352,256.375,255.825,17.092031032097946
33011311,42038448,256.375,258.63,17.7933544473975
33011311,43098444,256.375,258.275,16.517641473698557
33011311,50021052,256.375,254.48,17.979630010435898
33011311,51024179,256.375,256.775,18.023884134740108
33011311,51040050,256.375,258.47,17.53779707620565
33011311,51066963,256.375,257.395,16.820638940288895
33054576,41054873,256.38,258.0,16.436968456802582
33102090,50012096,299.935,298.145,16.44324246606716
33007900,41374223,260.935,259.66,17.002982026877213
33091447,41054873,258.805,258.0,16.956579867804212
33104352,41054873,257.195,258.0,16.83341309134119
35903814,43098320,264.82500000000005,264.895,17.041422107256672
35903814,50006185,264.82500000000005,263.725,16.978598292820504
35903814,50000217,264.82500000000005,262.96000000000004,17.41481346369046
35903814,52012638,264.82500000000005,266.975,16.757440802660444
35038878,41024281,284.535,283.975,17.689100585926685
35038878,41066154,284.535,285.775,16.83780510480766
35038878,42017947,284.535,282.53,17.2038636251224
35038878,43043224,284.535,282.415,17.476589871935825
35038878,43090524,284.535,282.17,16.61418936510914
35038878,43118674,284.535,283.86,16.388079829910502
35048823,41054873,256.995,258.0,17.018516072081425
35910181,35028113,242.555,244.575,17.838558599320816
35000188,41054873,259.495,258.0,16.890698691819946
41116020,41024281,282.82,283.975,16.38246067125607
41360826,43077595,278.11,277.88,16.425296709288837
41031059,41094557,281.51,280.035,16.669372577054748
41024281,41103289,283.975,286.335,18.59830610282671
41103289,53001010,286.335,284.885,16.925420369103477
41054873,43159028,258.0,259.605,18.65307647325915
41054873,51040050,258.0,258.47,17.171366013718522
41054873,52033384,258.0,259.145,17.137429324811798
42017947,50000233,282.53,280.695,16.76297072633931
